sample_id,CSD_ID_Corrected,barcode,Yield,Date Collected,Username,Country,State,CityCode,City,Location_Type,location,line,Average_Ridership (2016),Latitude,Longitude,Object Swabbed,surface_material,Temperature ℃,Duplicate,UUID,,
Gangnam 2-2,CSD16-SEO-Gangnam 2-2,N/A,N/A,2/4/16,N/A,South Korea,N/A,SEO,Seoul,N/A,Gangnam/Sinbundang,N/A,N/A,N/A,N/A,Benches,N/A,0,,,,
Gangnam 2-3,CSD16-SEO-Gangnam 2-3,N/A,N/A,2/4/16,N/A,South Korea,N/A,SEO,Seoul,N/A,Gangnam/Sinbundang,N/A,N/A,N/A,N/A,Handrails of escalators,N/A,0,,,,
Dorimcheon 1,CSD16-SEO-Dorimcheon 1,N/A,N/A,2/4/16,N/A,South Korea,N/A,SEO,Seoul,N/A,Dorimcheon/2,N/A,N/A,N/A,N/A,Stair handle,N/A,0,,,,
Dorimcheon 2,CSD16-SEO-Dorimcheon 2,N/A,N/A,2/4/16,N/A,South Korea,N/A,SEO,Seoul,N/A,Dorimcheon/2,N/A,N/A,N/A,N/A,Benches,N/A,0,,,,
Dorimcheon 3,CSD16-SEO-Dorimcheon 3,N/A,N/A,2/4/16,N/A,South Korea,N/A,SEO,Seoul,N/A,Dorimcheon/2,N/A,N/A,N/A,N/A,Benches,N/A,0,,,,
Nataepyeng 1,CSD16-SEO-Nataepyeng 1,N/A,N/A,2/4/16,N/A,South Korea,N/A,SEO,Seoul,N/A,Nataepyeng/4,N/A,N/A,N/A,N/A,Stair handle,N/A,0,,,,
Nataepyeng 2,CSD16-SEO-Nataepyeng 2,N/A,N/A,N/A,N/A,South Korea,N/A,SEO,Seoul,N/A,Nataepyeng/4,N/A,N/A,N/A,N/A,Benches,N/A,0,,,,
Nataepyeng 3,CSD16-SEO-Nataepyeng 3,N/A,N/A,N/A,N/A,South Korea,N/A,SEO,Seoul,N/A,Nataepyeng/4,N/A,N/A,N/A,N/A,Benches,N/A,0,,,,
Libson_A01,CSD16-LIS-Libson_A01,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
Libson_A02,CSD16-LIS-Libson_A02,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
Libson_A03,CSD16-LIS-Libson_A03,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
Libson_A29,CSD16-LIS-Libson_A29,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Garbage can,Metal,N/A,,,,
Libson_A49,CSD16-LIS-Libson_A49,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Air conditioner,Metal,N/A,,,,
Libson_A50,CSD16-LIS-Libson_A50,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
Libson_A51,CSD16-LIS-Libson_A51,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and Glass,N/A,,,,
Libson_B01,CSD16-LIS-Libson_B01,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
Libson_B02,CSD16-LIS-Libson_B02,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
Libson_B03,CSD16-LIS-Libson_B03,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
Libson_B11,CSD16-LIS-Libson_B11,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Ticket Validation,Plastic,N/A,,,,
Libson_B28,CSD16-LIS-Libson_B28,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Seat,Velvet and plastic,N/A,,,,
Libson_B29,CSD16-LIS-Libson_B29,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
Libson_B30,CSD16-LIS-Libson_B30,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Air conditioner,Metal,N/A,,,,
Libson_C01,CSD16-LIS-Libson_C01,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
Libson_C02,CSD16-LIS-Libson_C02,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
Libson_C03,CSD16-LIS-Libson_C03,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
Libson_C15,CSD16-LIS-Libson_C15,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Info button,Metal and plastic,N/A,,,,
Libson_C32,CSD16-LIS-Libson_C32,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
Libson_C34,CSD16-LIS-Libson_C34,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and Glass,N/A,,,,
Libson_C35,CSD16-LIS-Libson_C35,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Escalator,Rubber ,N/A,,,,
Libson_D01,CSD16-LIS-Libson_D01,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
Libson_D02,CSD16-LIS-Libson_D02,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Turnstile,Glass and rubber,N/A,,,,
Libson_D03,CSD16-LIS-Libson_D03,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and glass,N/A,,,,
Libson_D17,CSD16-LIS-Libson_D17,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Vending Machine ,Acrylic and plastic ,N/A,,,,
Libson_D34,CSD16-LIS-Libson_D34,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Bench Support,Metal,N/A,,,,
Libson_D35,CSD16-LIS-Libson_D35,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Elevator,Metal and Glass,N/A,,,,
Libson_D36,CSD16-LIS-Libson_D36,N/A,N/A,N/A,N/A,Portugal,N/A,LIS,Lisbon,N/A,N/A,N/A,N/A,N/A,N/A,Escalator ,Rubber ,N/A,,,,
1A,CSD16-SAC-1A,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,St. Rose of Lima Park,"Go, B, Gr",N/A,N/A,N/A,Bench,Grey painted metal,19.44,,,,
1B,CSD16-SAC-1B,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,St. Rose of Lima Park,"Go, B, Gr",N/A,N/A,N/A,Ticket Machine,Metal and plastic,19.44,,,,
1C,CSD16-SAC-1C,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,St. Rose of Lima Park,"Go, B, Gr",N/A,N/A,N/A,Plateform railing ,Grey painted metal ,18.89,,,,
2A,CSD16-SAC-2A,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,9th & K,"Go, B, Gr",N/A,N/A,N/A,Bench,Black painted metal,18.89,,,,
2B,CSD16-SAC-2B,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,9th & K,"Go, B, Gr",N/A,N/A,N/A,Ticket Machine,Metal and plastic,18.89,,,,
2C,CSD16-SAC-2C,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,9th & K,"Go, B, Gr",N/A,N/A,N/A,Plateform railing ,Black painted metal ,18.89,,,,
3A,CSD16-SAC-3A,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & O (west),"Go, B, Gr",N/A,N/A,N/A,Bench,Black painted metal,18.89,,,,
3B,CSD16-SAC-3B,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & O (west),"Go, B, Gr",N/A,N/A,N/A,Ticket Machine,Metal and plastic,18.89,,,,
3C,CSD16-SAC-3C,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & O (west),"Go, B, Gr",N/A,N/A,N/A,Plateform railing ,Black painted metal ,18.89,,,,
4A,CSD16-SAC-4A,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & O (east),"Go, B, Gr",N/A,N/A,N/A,Bench,Black painted metal,20.00,,,,
4B,CSD16-SAC-4B,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & O (east),"Go, B, Gr",N/A,N/A,N/A,Ticket Machine,Metal and plastic,20.00,,,,
4C,CSD16-SAC-4C,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & O (east),"Go, B, Gr",N/A,N/A,N/A,Plateform railing ,Black painted metal ,20.00,,,,
5A,CSD16-SAC-5A,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,Archives Plaza (west),"Go, B, Gr",N/A,N/A,N/A,Bench,Smooth granite,17.78,,,,
5B,CSD16-SAC-5B,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,Archives Plaza (west),"Go, B, Gr",N/A,N/A,N/A,Ticket Machine,Metal and plastic,17.78,,,,
5C,CSD16-SAC-5C,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,Archives Plaza (west),"Go, B, Gr",N/A,N/A,N/A,Plateform railing ,Black painted metal ,17.78,,,,
6A,CSD16-SAC-6A,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & Capitol,"Go, B, Gr",N/A,N/A,N/A,Bench,Black painted metal,17.78,,,,
6B,CSD16-SAC-6B,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & Capitol,"Go, B, Gr",N/A,N/A,N/A,Ticket Machine,Metal and plastic,17.78,,,,
6C,CSD16-SAC-6C,N/A,N/A,N/A,N/A,USA,California,SAC,Sacramento,N/A,8th & Capitol,"Go, B, Gr",N/A,N/A,N/A,Plateform railing ,Blue painted metal ,17.78,,,,
FFI160316-S1,CSD16-OSL-FFI160316-S1,N/A,N/A,16/03/16,Ellingsrudåsen,Norway,N/A,OSL,Oslo,Subway,N/A,2,N/A,59.93651,10.91664,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S2,CSD16-OSL-FFI160316-S2,N/A,N/A,16/03/16,Ellingsrudåsen,Norway,N/A,OSL,Oslo,Subway,N/A,2,N/A,59.93651,10.91664,Railing,Metal,N/A,,,,
FFI160316-S3,CSD16-OSL-FFI160316-S3,N/A,N/A,16/03/16,Ellingsrudåsen,Norway,N/A,OSL,Oslo,Subway,N/A,2,N/A,59.93651,10.91664,Bench,Painted metal,N/A,,,,
FFI160316-S4,CSD16-OSL-FFI160316-S4,N/A,N/A,16/03/16,Helsfyr,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91259,10.80139,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S5,CSD16-OSL-FFI160316-S5,N/A,N/A,16/03/16,Helsfyr,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91259,10.80139,Railing,Metal,N/A,,,,
FFI160316-S6,CSD16-OSL-FFI160316-S6,N/A,N/A,16/03/16,Helsfyr,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91259,10.80139,Bench,Painted metal,N/A,,,,
FFI160316-S7,CSD16-OSL-FFI160316-S7,N/A,N/A,16/03/16,Grønland,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91278,10.76009,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S8,CSD16-OSL-FFI160316-S8,N/A,N/A,16/03/16,Grønland,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91278,10.76009,Railing,Metal,N/A,,,,
FFI160316-S9,CSD16-OSL-FFI160316-S9,N/A,N/A,16/03/16,Grønland,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91278,10.76009,Bench,Painted metal,N/A,,,,
FFI160316-S10,CSD16-OSL-FFI160316-S10,N/A,N/A,16/03/16,Jernbanetorget,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91226,10.75027,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S11,CSD16-OSL-FFI160316-S11,N/A,N/A,16/03/16,Jernbanetorget,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91226,10.75027,Railing,rubber,N/A,,,,
FFI160316-S12,CSD16-OSL-FFI160316-S12,N/A,N/A,16/03/16,Jernbanetorget,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91226,10.75027,Bench,wood,N/A,,,,
FFI160316-S13,CSD16-OSL-FFI160316-S13,N/A,N/A,16/03/16,Nationaltheateret,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91546,10.73209,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S14,CSD16-OSL-FFI160316-S14,N/A,N/A,16/03/16,Nationaltheateret,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91546,10.73209,Railing,Metal,N/A,,,,
FFI160316-S15,CSD16-OSL-FFI160316-S15,N/A,N/A,16/03/16,Nationaltheateret,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91546,10.73209,Bench,wood,N/A,,,,
FFI160316-S16,CSD16-OSL-FFI160316-S16,N/A,N/A,16/03/16,Majorstua,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.93016,10.71473,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S17,CSD16-OSL-FFI160316-S17,N/A,N/A,16/03/16,Majorstua,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.93016,10.71473,Railing,Metal,N/A,,,,
FFI160316-S18,CSD16-OSL-FFI160316-S18,N/A,N/A,16/03/16,Majorstua,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.93016,10.71473,Bench,wood,N/A,,,,
FFI160316-S19,CSD16-OSL-FFI160316-S19,N/A,N/A,16/03/16,Forskningsparken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97906,10.67620,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S20,CSD16-OSL-FFI160316-S20,N/A,N/A,16/03/16,Forskningsparken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97906,10.67620,Railing,Metal,N/A,,,,
FFI160316-S21,CSD16-OSL-FFI160316-S21,N/A,N/A,16/03/16,Forskningsparken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97906,10.67620,Bench,wood,N/A,,,,
FFI160316-S22,CSD16-OSL-FFI160316-S22,N/A,N/A,16/03/16,Nydalen,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.94940,10.76592,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S23,CSD16-OSL-FFI160316-S23,N/A,N/A,16/03/16,Nydalen,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.94940,10.76592,Railing,Rubber,N/A,,,,
FFI160316-S24,CSD16-OSL-FFI160316-S24,N/A,N/A,16/03/16,Nydalen,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.94940,10.76592,Bench,metal,N/A,,,,
FFI160316-S25,CSD16-OSL-FFI160316-S25,N/A,N/A,16/03/16,Carl Berner,Norway,N/A,OSL,Oslo,Subway,N/A,5,N/A,59.92566,10.77959,Bench,wood,N/A,,,,
FFI160316-S26,CSD16-OSL-FFI160316-S26,N/A,N/A,16/03/16,Carl Berner,Norway,N/A,OSL,Oslo,Subway,N/A,5,N/A,59.92566,10.77959,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S27,CSD16-OSL-FFI160316-S27,N/A,N/A,16/03/16,Carl Berner,Norway,N/A,OSL,Oslo,Subway,N/A,5,N/A,59.92566,10.77959,Railing,Metal,N/A,,,,
FFI160316-S28,CSD16-OSL-FFI160316-S28,N/A,N/A,16/03/16,Kalbakken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.95477,10.86686,Bench,wood,N/A,,,,
FFI160316-S29,CSD16-OSL-FFI160316-S29,N/A,N/A,16/03/16,Kalbakken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.95477,10.86686,Railing,Metal,N/A,,,,
FFI160316-S30,CSD16-OSL-FFI160316-S30,N/A,N/A,16/03/16,Kalbakken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.95477,10.86686,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S31,CSD16-OSL-FFI160316-S31,N/A,N/A,16/03/16,Vestli,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97204,10.92944,Kiosk,Glass/plastic/metal,N/A,,,,
FFI160316-S32,CSD16-OSL-FFI160316-S32,N/A,N/A,16/03/16,Vestli,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97204,10.92944,Railing,rubber,N/A,,,,
FFI160316-S33,CSD16-OSL-FFI160316-S33,N/A,N/A,16/03/16,Vestli,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97204,10.92944,Bench,Metal,N/A,,,,
FFI160316-AS1,CSD16-OSL-FFI160316-AS1,N/A,N/A,16/03/16,Ellingsrudåsen,Norway,N/A,OSL,Oslo,Subway,N/A,2,N/A,59.93651,10.91664,Air sample,Not Applicable,N/A,,,,
FFI160316-AS2,CSD16-OSL-FFI160316-AS2,N/A,N/A,16/03/16,Helsfyr,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91259,10.80139,Air sample,Not Applicable,N/A,,,,
FFI160316-AS3,CSD16-OSL-FFI160316-AS3,N/A,N/A,16/03/16,Jernbanetorget,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91226,10.75027,Air sample,Not Applicable,N/A,,,,
FFI160316-AS4,CSD16-OSL-FFI160316-AS4,N/A,N/A,16/03/16,Majorstua,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.93016,10.71473,Air sample,Not Applicable,N/A,,,,
FFI160316-AS5,CSD16-OSL-FFI160316-AS5,N/A,N/A,16/03/16,Nydalen,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.94940,10.76592,Air sample,Not Applicable,N/A,,,,
FFI160316-AS6,CSD16-OSL-FFI160316-AS6,N/A,N/A,16/03/16,Vestli,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97204,10.92944,Air sample,Not Applicable,N/A,,,,
FFI160316-AS7,CSD16-OSL-FFI160316-AS7,N/A,N/A,16/03/16,Carl Berner,Norway,N/A,OSL,Oslo,Subway,N/A,5,N/A,59.92566,10.77959,Air sample,Not Applicable,N/A,,,,
FFI160316-AS8,CSD16-OSL-FFI160316-AS8,N/A,N/A,16/03/16,Grønland,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91278,10.76009,Air sample,Not Applicable,N/A,,,,
FFI160316-AS9,CSD16-OSL-FFI160316-AS9,N/A,N/A,16/03/16,Nationaltheateret,Norway,N/A,OSL,Oslo,Subway,N/A,1,N/A,59.91546,10.73209,Air sample,Not Applicable,N/A,,,,
FFI160316-AS10,CSD16-OSL-FFI160316-AS10,N/A,N/A,16/03/16,Forskningsparken,Norway,N/A,OSL,Oslo,Subway,N/A,4,N/A,59.97906,10.67620,Air sample,Not Applicable,N/A,,,,
A01,CSD16-LIS-A01,N/A,N/A,06/01/16,AF and MO,Portugal,N/A,LIS,Lisbon,Inside Metro Carriage ,Amadora Este → Alfornelos ,N/A,N/A,N/A,N/A,Vertical Support Post,Metal,N/A,,,,
